review,labels,flight_delay_cancellation,checkin_boarding_process,baggage_issues,inflight_experience,pricing_fees,online_booking,date
My business journey from Germany to India took me more than 38 hours thanks to a not acceptable miss from Emirates. Starting Sunday 10th December in FrankfurtGermany I finally arrived Tuesday morining at 5 am in HyderabadIndia. For those who don t know this flight usually takes not more than 14 hours. It all started with a delay due to weatherconditions in Frankfurt. Well things like this happen but sitting for more than two hours in the plane waiting for deicing Emirates werent able to serve even a glass of water to passengers. The flight itself to Dubai was ok. In order to get the connecting flight to HyderabadIndia my colleagues and me were running through the airport and finally reached the gate right on time. Everything went fine we even managed to be at the gate more than 30 min before gateclosing that was my thought. Here the nightmare begins At the checkin counter the supervisor told us that our seats had been already given away without any further explanation. This is something I cant understand I also know from another colleague sitting on the plane that the flight even had free seats in business as well as in economy. The supervisor told us to go to the customer service counter to raise our issue and clarify how to move on. This happens around 3 am in the morning. Obviously we were not the only one there was a long lane of passengers at the counter. We were forced to wait more than 2 hours in a line standing on our feet without seeing any Emiratesemployees offering us water food or just some friendly words. At their homehub in Dubai At this point in time around 5.30 in the morning we were already tired and exhausted. After a long explanation to the serviceemployee we managed to get a hotel and an alternative flight for the next evening. In order to checkin into the hotel we need to immigrate to Dubai another 30min of waiting at immigration and get a hotel voucher another 30min of waiting at another Emirates counter. Than the hotelshuttle was overbooked as well so we pay a taxi out of our pocket to get to the hotel. Next several misses. 7 am in the morning we got welcomed by a long lane of grounded passengers waiting at the counter to checkin. Two hours later at 9 am in the morning I finally enter my room try to get some sleep. Summary On a long distance journey things can take a turn for the worse due to delays and this is quite normal. But I cant understand why they acted like this. There was no apology and the inconvenience was tremendously high. This was my first experience with Emirates and at the moment I am not looking forward for the flight back to Germany.,flight_delay_cancellation_negative | checkin_boarding_process_negative | inflight_experience_negative,-1,-1,0,-1,0,0,2025-11-15 07:13:31.602320464
I just flew with Cebu Pacific who provided an absolutely amazing service plane was delayed for 2 hours and provided a pot noodle chocolate biscuits and bottled water. The staff were incredibly friendly and apologetic. these things happen and the service was great,flight_delay_cancellation_positive | inflight_experience_positive,1,0,0,1,0,0,2025-11-15 07:19:17.271454290
When the crew assistance button is pushed the crew came to my seat almost 34 minutes later. There were children sitting in emergency exit bays both in row 15 and in 16 though they were made to sit in some other seat while take off and landing. The crew seems to be more interested in making money than to assist. Unreasonably expensive seat cost. I had to pay 20000 INR as it was urgent. While doing web check in there was no option to auto seat select and was forced to book exit bay seats with paying additional 1400 INR and this felt like a scam why because there were passengers at last moment that were sitting in some other seats and were allowed to sit in the seats for which I paid extra. Also at last moment some passengers were asked to sit in the seats that I paid extra for and it doesnt seems like thats their seat as no seat number verification was done.,checkin_boarding_process_negative | pricing_fees_negative | inflight_experience_negative,0,-1,0,-1,-1,0,2025-11-15 07:25:02.940588117
Amman to Kuala Lumpur via Doha. A very forgettable check in lounge used was a shared lounge with Royal Jordanian. The cabin service was ok they did not use surnames to address passengers. We were an hour late out of Amman and the food was was average at best. It was a full cabin and the crew seemed a little overwhelmed. The next sector was a 3.30am service to KL sleep was on the agenda great flat bed seat and pajamas. Breakfast was not particularly inspiring. I ordered the continental breakfast of fruit and bread. The quality was not as good as I expected. Overall I was not overly impressed.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-15 07:30:48.609721944
They get you with their cheap ticket prices but then you have to pay for any and every thing else you might need And for a way higher rate than any other airlines. Our flight was late 40 mins also If your personal item or carry on bag is even 12 too big they make you pay for it at the gate Just a horrible experience all together.,flight_delay_cancellation_negative | pricing_fees_negative | baggage_issues_negative,-1,0,-1,0,-1,0,2025-11-15 07:36:34.278855771
Cabin staff were pleasant. But my 4pm Porter flight back was canceled due to maintenance issues and I was rebooked on a 6.55pm flight which departed about 1015 min. late. Then when we arrived had to again wait about 1015 min. for gate agent to arrive. I found seats on new Porter planes with two seats per side quite uncomfortable. Used to fly with Porter whenever I visit family in Montreal because of convenience of flying out of city centre airport but first experience of newly expanded Porter was not positive.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-15 07:42:19.947989597
Full flights yet great service from a cheerful and engaged crew. The planes were spotless and comfortable and the IFE selection was excellent lots of new releases as well as plenty of art house movies. Sadly no premeal drinks run anymore though. And the food whilst of good quality seemed rather small and there wasnt that much on the tray I also wished there were more Singaporean options available because when there are they are delicious. Toilets kept clean throughout the flight. Very good flights from a consistently good airline.,inflight_experience_positive,0,0,0,1,0,0,2025-11-15 07:48:05.617123424
Kuala Lumpur to Langkawi. Today we tried to cancel flights for this weekend to Langkawi due to the latest Movement Restriction Order in Malaysia. We live at Genting Highlands and the Government is telling everyone to remain at home to help stop the spread of Covid19. Malindo Air only offered to give back approximately 80rm on tickets which were purchased for approximately 1200rm. Given the crisis the world is facing at present I believe this is inappropriate and totally unfair that Malindo Air are not supporting the governments orders on the current restrictions.,flight_delay_cancellation_negative | pricing_fees_negative,-1,0,0,0,-1,0,2025-11-15 07:53:51.286257251
Singapore Airline is an expensive budget airline. The service was very poor the call center the worst. This flight I had the worst food in business class I had experienced. Service is slow always and wine options are like economy. Wiif not working for the overall trip.,inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,0,2025-11-15 07:59:36.955391078
Bristol to Alicante return with Thomson Airways. We were the first in the queue at Bristol yet when the check in opened there were people getting checked in before us the person who was checking in our queue took ages to open and no one would let us go to the other check ins. When we finally got seen to we couldnt get seats together we were told it was because people had checked in online. I tried to check in online before we left but was unable to. When we got to Alicante we had to queue to get off the plane and go through passport control we were in a room with hundreds of people which was boiling hot with no air conditioning on it was utter chaos. On our return flight we queued again in chaos and the Thomson reps were moving people from the queue next us and getting them checked in meanwhile ours didnt move so once again loads of people who were behind us in the queue were getting checked in before us. By the time we finally got checked in I couldnt even sit with my husband he was 2 rows back from me and my parents were right at the back my mum is a nervous flyer and she had to sit on her own she was terrified. The cabin crew were rude and obnoxious she talked to me like I was a child. The service was disgusting and I will never use Thomson again I have traveled for years and have never had to sit away from my husband or have never witnessed chaos like it before.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-15 08:05:22.624524905
Boston to Rome Fiumicino with Alitalia. We paid for a premium economy seat and just 72 hours before the flight they changed the plane and kicked us to economy without any explanation. They were rude when we tried to call them and offered no help when we were very confused. When we got to the airport the checkin staff were extremely rude and just wanted us to go away. I kid you not the was the most uncomfortable flight I have ever been on. The crew only wanted to serve you on their schedule and woke me up to Chicken or Beef I never received an explanation why we were kicked out but we were partially refunded.,flight_delay_cancellation_negative | checkin_boarding_process_negative | inflight_experience_negative,-1,-1,0,-1,0,0,2025-11-15 08:11:08.293658731
Our return journey from Sydney to London which was approximately 22 hours in duration with a stop at Singapore airport was faced with one major issue. We flew economy class with a two year old whose inflight entertainment headphone socket wasnt working. Having paid 723 for our two year olds ticket you would except the inflight entertainment to be working on such a long flight. Having complained to the cabin crew they did their best but unfortunately the socket could not be fixed. We were offered to move seats to the only 2 seats available however there were three of us so this was not practical. The cabin crew gave us some First Class goodies including a bottle of champagne for the inconvenience caused and they also said that all they could offer us in monitory terms was 25. They said they would contact BA customer services on our behalf to complain and to expect more compensation than what the crew could offer us. By the time we had got off the plane and were in baggage claim I had already received an email from BA CS and that they would respond within 48 hours which they did. However all the could offered was a 20 voucher to use on another BA flight. I replied declining this and said this was as insult to what we had originally paid for the flight and explained what the cabin crew had said. I also said I had no intention of booking any foreseeable flights with any airline therefore an eVoucher is worthless to me. There was no other alternative or any means of reasoning. The flight was basic and the seats were uncomfortable. BA also offer WiFi on the plane but when you try to use it they charge 4.99 per hour in economy class.,inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,0,2025-11-15 08:16:53.962792558
Both our flights NaplesOlbia and CagliariRome were cancelled at short notice without explanation and both were rescheduled for several hours later. Consequently we spent a lot of our Sardinian holiday hanging around airports. Very disappointing considering we had booked and paid for these flights several months in advance and planned our holiday to suit. It seems they offer a variety of flight times to sucker you in then cancel them all for a single evening flight. They had our phone numbers but just didnt bother. A long way to come from Australia to suffer poor service.,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-15 08:22:39.631926385
TAM long haul business class is below standards of international airlines. The seat is about average but the service is really poor. I would rather fly a European airline in Economy Premium such as AF or BA than flying TAM on Business Class. The dinner service is really mediocre everything is served at once in a tray so the main dish gets cold while you are eating the first course. There is no choice of appetizers before dinner. The personnel on board does not seem to understand what are the expectations of business class customers. The cost benefit is very bad.,inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,0,2025-11-15 08:28:25.301060212
EVA Air is the cheapest premium economy for this journey from London to Bangkok and it seems that myself and a lot of other people booked it thinking that we were getting a bargain on a top 5 airline. What a surprise we had. The seats are good the boarding was organized and those were the best points. The food was amazingly rubbish. The main meal was three small pieces of chicken thigh with a small potion of rice and veg the breakfast was an omelette with half a sausage Would it have been a big deal to give us a full sausage each I have had much better meals on both Thai and Singapore economy flying the same route. So for the extra 400 on top of the economy fare I got a small bag with eye mask toothbrush and paste etc a slightly wider seat a crowded cabin and boring meals. And the economy section was less crowded. If economy is less crowded on my return trip Ill ask to be downgraded from premium to standard economy. I fail to understand why this airline is rated so highly I found Thai and Singapore to be of much better quality.,inflight_experience_negative | pricing_fees_negative | checkin_boarding_process_positive,0,1,0,-1,-1,0,2025-11-15 08:34:10.970194038
Absolutely horrible experience. I booked a ticket from Expedia for a British Airways Operated flight from Madrid to Belfast with a changeover at London Heathrow. The whole itinerary was listed as BA although the Madrid to London flight was Iberia. On Jan 22nd London was experiencing cold and fog. The Iberian flight sat on the tarmac for 2 hours in Madrid because of the London weather. Upon landing in Terminal 3 I had to take a bus to Terminal 5. The flight was the last flight to Belfast for the evening and it had already taken off. The BA desk was swamped with people as many people had to spend the night due to the weather. The British Airways staff said that we could go book any hotel up to 200 pounds and we would be reimbursed. I was barely able to find a room and had to take an expensive cab. However when trying to get the reimbursement BA said it wasnt their problem and that it was Iberias problem. Iberia said they do not reimburse due to the weather. When complaining to BA they said they only market the flight as BA and that they refuse to reimburse. Absolutely disgusting behavior by the airline to not take any responsibility for a flight that they were using their name to sell it to people but dont want to take responsibility for it. Did they expect me to take the bus back to Terminal 3 Their people gave out false information.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-15 08:39:56.639327865
Check in and security clearance very quick at LHR T5. My wife and I used the Galleries North lounge and at 600am it was easy to get a seat. Good buffet breakfast options. Flight boarded on time and flight departed on time. I was seated in 4 A the Club Europe seats on the A320 seem to be getting smaller and legroom I am 6ft was very tight. Cabin Crew service was fine. I chose the full English breakfast it was ok but there was a lot of water in the bottom of the bowl. Flight landed on time. Overall an OK flight but Club Europe doesnt feel very premium these days.,checkin_boarding_process_positive | inflight_experience_negative,0,1,0,-1,0,0,2025-11-15 08:45:42.308461692
This was my first and worst experience to fly with Emirates. My previous flight going back to USA was business class and I was provided with a defective seat and I complained about it through their website. They did not bother to refund me for that trip. Coming back to Karachi there was a total lack of training and professionalism. The crew were rude and lacked time management. I am a frequent traveler and unfortunately it was the worst experience I had with this airline. I would never go again or recommend this airline.,inflight_experience_negative | checkin_boarding_process_negative,0,-1,0,-1,0,0,2025-11-15 08:51:27.977595519
Budapest to Brussels. This airline has traditional prices but service levels below those of lowcost ones there are no extra benefits just extra problems. I flew with them for 3 times so far in the past two months between Brussels and Budapest. First time 28th Oct. we were near the end of the boarding queue with my colleagues so they took our carryon baggage on the plane to be put in the cargo hold. After landing they never turned up on the carousel at Zaventem until the indication appeared that there is no more luggage coming. We went to their desk at the baggage area and after making some calls they said that our items will turn up eventually on another carousel. They did indeed about half an hour later. The second time 1st Dec. we departed from Budapest an hour late. There was no apparent reason boarding was completed on time. What is more we landed with even MORE delay which is quite an achievement since arrival times are normally pessimistic. Last time 6th Dec. when returning from Brussels by the time of the gate announcement it was already displayed that we would leave 50 minutes late because of previous delays. At least that remained constant and we left at the indicated time. I realize that some of these events may not be the fault of the airline but the overall image is not great. The staff apologized every time but we didnt get any kind of compensation for all these delays even though our company is a regular customer that might change now that we realized that flying with WizzAir and taking a shuttle tofrom Charleroi might still be faster cheaper and more reliable.,flight_delay_cancellation_negative | baggage_issues_negative | checkin_boarding_process_negative,-1,-1,-1,0,0,0,2025-11-15 08:57:13.646729345
An attractive price of 90 for a 1 way flight became in a total of 417.99 dollars charging a government cut bags doubled charged online and on counter then closing a total of 417.99 Online when I paid the ticket and extra bag was about 150 for 1 way economy Spirit airlines They trick you and add more and more charges. I paid double to flight in an uncomfortable chair with a bad service.,pricing_fees_negative | inflight_experience_negative,0,0,0,-1,-1,0,2025-11-15 09:02:59.315863172
Newark to London Heathrow. This was the first time I have flown longhaul BA for sometime although I am BA Goldcard holder due to my travels on other Oneworld Carriers. The lounge in Newark is lovely and mostly quiet although there is no separate First section and food is only offered for business and first passengers. Super views over the airfield. Boarding was smooth however the hard product is awful compared to the competition. This was a new Boeing 787 however the YingYang seat configuration no air vents high density poor quality food and very little of it very basic toilet facilities compared to American business class on the same route a shoe bag instead of amenity kit. The product is akin to an excellent premium economy and not a business class product. Flight attendants were ok but just going through the motions. I asked not to be served breakfast and just a cup of tea but this was forgotten about. The arrivals lounge is grim tiny plastic and linoleum shower cabins which are not clean and too small. Overall very poor and I will not fly with them again unless no other options.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-15 09:08:44.984996999
Frankfurt to Shanghai via Seoul. One of the best business seats I have experienced. Check in in Frankfurt went smoothly. The lounge was ok but nothing special. Had a seat at upper deck of Boeing 7478 at the window. Spacious with privacy and a nice HD monitor it was full flat bed. Staff was extremely helpful and competent. Food was ok with a choice of western and Korean food. Flight was in time. Transfer in Incheon was uncomplicated the lounge there could be better. Quiet poor choice of food but the lounge had a smoking room and draft beer. Flight from ICN to PVG was also nice business class experience especially when considering that this was just a good hour flight. Return flight had same standard. Overall a very good experience.,checkin_boarding_process_positive | inflight_experience_positive,0,1,0,1,0,0,2025-11-15 09:14:30.654130826
Beijing to Pyongyang. The aircraft was clean cabin crew friendly and the flight on time. You get the Pyongyang Times to read aboard. I flew for the first time this type of a Tupolev and found not much difference to some other aircraft. The food was acceptable. The selections of beverages could be better.,inflight_experience_positive | inflight_experience_negative,0,0,0,-1,0,0,2025-11-15 09:20:16.323264652
They put me on 2 different types of jets I cant recall the type or pull it up because I purchased my tickets through Priceline. I wound up with Alaska Airlines because the tickets were free cant beat free The experience wasnt terrible. The first jet was small and I had to walk on the landing pad in order to board and get off. For that particular jet everyone that had carryon with wheels they had to put it in cargo. They did have have beverages and pretzels. The seats for that particular jet were smaller than your average plane seat. It was a little over an hour flight and it wasnt super uncomfortable mind you Im 190lbs woman. The second jet was much more comfortable they had beverages. Looking at their prices theyre not terrible for what you get you get what you pay for. If Priceline ever offered Alaska Airlines for free again I wouldnt hesitate at all.,checkin_boarding_process_negative | inflight_experience_positive | pricing_fees_positive,0,-1,0,1,1,0,2025-11-15 09:26:01.992398479
We have gone to orlando every October for the last 10 years and started with First Choice Airways premium cabin then when the two companies merged it was Thomson Airways but can anyone please explain what has happened to the whole service that we now get Since the launch of the Dreamliner we have flown out on this wonderful aircraft for the past 3 years but this year it was awful. We booked and paid for this years flights in July 2014 and it was horrendous. At Manchester we had to be taken on a bus to the aircraft then climb the almighty wobbly steps onto the plane for anyone of limited mobility it was very dangerous. Once on board the miserable cabin crew need to take a course in customer service they were so grumpy they shouldnt be doing the job. Please remember we are going to Orlando families are excited about going to Disney. Menus were flung towards us with the comment its beef or chicken and you may not get the choice you order. Flight back was worse same grumpy staff awful food dirty seats and the fact we had water dripping on us for the whole journey back. Not sure what has happened to this company but we will never use them again as we paid 2000 for miserable crew inedible food dirty seats dripping water and not to forget the toilets out of action. Our hard earned money is now going to British Airways or Virgin Atlantic.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-15 09:31:47.661532306
Awful experience all around. 2 hour delay. Slow getting people on the plane. Rude. Why does this airline constantly do this. I had to reschedule all my arrival accommodations.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-15 09:37:33.330666133
Hong Kong to Shenyang via Seoul. Korean Air has recently introduced a ridiculous policy of not allowing online or appbased seat changes even for Biz class unless you are a member of their program. Their response is it is a security issue. But it seems they just want to collect even more information than they already have and discourage your use of your other program membership I am an elite Skyteam member via Delta and all I want to do is change my seat. this is both pre and during online checkin. Really doesnt make sense. Thousands paid for the ticket and I cant even choose the seat I want. Very disappointing but inline with the overall poor customer service performance I am accustomed to receiving on Korean Air. I am not sure if they truly understand the concept of alliances and the purpose of sticking with an alliance like Skyteam. They really need to consider this poor service with their customers.,checkin_boarding_process_negative | online_booking_negative,0,-1,0,0,0,-1,2025-11-15 09:43:18.999799960
Athens to Vienna wasnt too bad but Vienna to Newark was a nightmare. Having to walk down the planes steps in the rain herded onto a bus the driver drove recklessly then having to fight to see our gate and finally loaded on another bus The gate was total chaos. The employees never announced they were boarding and it was a crush to get thru where we had to check in for a 2nd time. The plane trip was uncomfortable even with the upgrade. A totally bad experience.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-15 09:49:04.668933786
Very worst experience with this budget airline. Hope the term budget is just used for marketing purpose but actual cost to fly with Air India express is more than luxury airlines. Ive been stopped for 1KG extra luggage even though i had very less cabin luggage weight. Very worst sanitary management inside the plane. Crew are very intelligent keeping a toilet separately for them by simply locking it from outside. None of the crew follow basic covid19 protocol no one wears mask. 2 triangle shaped half of bread with very salty cheese local made sweet bun approx.100ml200ml water served. Leg room is very worst. This airline is not worth the money.,baggage_issues_negative | inflight_experience_negative | pricing_fees_negative,0,0,-1,-1,-1,0,2025-11-15 09:54:50.338067613
New York JFK London Heathrow BA174 Club World seat 62K. If you are travelling Club World with BA the upper deck on the 747 is the best option for that private jet feel. Seat 62K is a great seat with window lockers more space and no one climbing over you. The food was very good and the entertainment system was the new Panasonic version with plenty of choice and improve sound and picture quality. I managed a couple of hours sleep as it was a relatively short flight.,inflight_experience_positive,0,0,0,1,0,0,2025-11-15 10:00:36.007201440
Terrible customer service call centre takes ages to response and they keep putting you on hold for a significant time. I booked a ticket single for my wife and myself Johannesburg to Durban I changed my flight paid a huge change fee almost the same price as my ticket for a day earlier. I received confirmation that my flight was change and they added a return flight. I needed to change my wifes flight for an earlier flight on the web site I selected her flight and the system automatically assumed its a return flight Durban to Johannesburg no warning all all I choice a flight and when we received the confirmation slip her flight is a return flight. Tried calling the call centre for assistance I am waiting on the line and put on hold now for 29 minutes. I dont recommend this airline surprised that they won best airline award.,online_booking_negative | pricing_fees_negative | checkin_boarding_process_negative,0,-1,0,0,-1,-1,2025-11-15 10:06:21.676335267
London Gatwick to Malta with Air Malta. What can I say but all in all a poor effort on all fronts. Delayed leaving the UK 30 minutes and seriously delayed leaving Malta 7hrs having left the hotel at 630am to catch the 850am flight. We missed our connecting flight home and had to book a a subsequent later flight at an additional cost to us. They have a serious lack of communication albeit we got vouchers for food and drinks. As always they will not comment on what exactly went wrong other than it went tech. These things happen but it would be nice to inform you as soon as possible and then keep you updated and just do it as required according to the EU rules and flight delays. Even when we were told the flight would be leaving at 3pm that did not happen. The plane itself looked tired it been through a lot. The seating cramped when compared to our Island carrier Aurigny and their Embraer E195 a regional carrier. How is this possible Also upon vacating the seat I noted how the cushioning remained depressed. Obviously a well used seat. Generally the interior of the plane although clean it too looked dated. The lack of inflight entertainment is a poor effort. The food poor effort once again a filled bread roll and a bottle of water I would rather not bother in fact I didnt. When you consider Aurginy you will have at least a choice of soft drinksteacoffee and of course water. This is certainly not a experience I wish to repeat it ruined a perfectly good holiday. Ultimately if we ever returned to Malta I will ensure my family and I choose an alternative carrier.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-15 10:12:07.345469093
My experience flying to Dublin with Play was a positive experience. I had flown with a similar airline in the past and knew that I had to be prepared to follow the guidelines for baggage precisely and bring any fooddrink that I wanted onboard to avoid additional costs. My return flight was not a positive experience. It was very stressful and there was almost no communication from Play during this stressful time. Our flight had been delayed and the communication about that delay was confusing or silent. The plane was not there at the time we were expected to board and there was no communication between that boarding time and the actual time we would be able to board. My group had a connecting flight in Reykjavik for 3pm that we realized we would miss but when we asked flight attendants they were unable to answer any questions. We did miss our connections flight and the only information we were told was to exit the airport to attend a meeting where we would find out more information. This is the situation I am most unsatisfied with. Exiting the airport felt like a bad idea but that was the direction that was given if you wanted to receive more information. When we got to the meeting there was no representative from Play. Only a man from the hotel shuttle service that told us Play was going to provide a room for us to stay overnight. No other options were presented. Due to a flight I had to catch in Boston for my friends wedding I knew I had to fly out that day. So I had to purchase a flight with a different airline and just hope to be refunded. Since Play had told us to exit the airport I missed the next flight to Boston because there wasnt enough time to gather my boarding pass and go through TSA. Luckily I was able to catch the last flight out of Reykjavik and everything eventually worked out. I received an email that said my flight would be fully refunded and provided with some compensation which I appreciate. I would still recommend Play because the flight is one of the most affordable options. However my advice to anyone choosing this airlines is to be prepared. Do your research and read the policies closely because you will not be able to communicate with Play directly. After rebooking the flight with a different airline I spent the next hour or two researching Play airlines policies and that helped me feel better about receiving a refund for my flight. Play did not ever provide the option to rebook a flight with a different airline or that in some cases they will rebook a flight and transport you to the rear by airport. The website I used to research policies is here httpsairlinespolicy.comcancellationpolicyplayairlinescancellationpolicy I do not recommend calling them customer service hung up twice.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-15 10:17:53.014602920
LHRCDGLHR. Outbound A320 on 267 return A319 on 277 in Euro Traveller. Both flights boarded efficiently departed and arrived on time. Seats were a bit tired but comfortable enough for a 60 minute flight. Exit row 9 on A319 is worth taking if available as it provides extra legroom. Refreshments only as the flight is too short for anything else.,checkin_boarding_process_positive | inflight_experience_positive,0,1,0,1,0,0,2025-11-15 10:23:38.683736747
Traveling to and from Northern Cyprus on Sept 6th until 20th from Manchester. Having travelled to many parts of the world this trip is the most horrific we have had. Onurair treatment of passengers the seating room cabin crew and food was the poorest we have ever come across. On the return flight we were forced to change planes to allow other tourists to fly to Holland. We were forced to use an Airbus 321 which should have been retired years ago or several rows of seats removed to improve passenger comfort this part of the whole trip was horrendous even for passengers of normal height under 6ft were doubled up. Never Again.,inflight_experience_negative | checkin_boarding_process_negative,0,-1,0,-1,0,0,2025-11-15 10:29:24.352870574
Upgraded to business class for the flight from Hong Kong to Shanghai. Bulkhead seat at the front so masses of legroom. Seats very comfortable. It seems almost unfair to offer any negative comments on the flight but I picked the wrong entree I chose halibut but it didnt come with the sauce the menu said Im still not sure what it was My partner chose a pork dish which was extremely tasty. Drinks offered before take off before meal and wine served with the meal. Good entertainment selection. Very pleasant experience. Attentive and professional flight attendants.,inflight_experience_positive,0,0,0,1,0,0,2025-11-15 10:35:10.022004400
Dubai to New York JFK. We couldnt afford buying a Business ticket since it was way too expensive so we started using AMEX credit card to get as many miles as possible and use them for the upgrade. Finally after a few months spending money and taking advantage of different promotions we collected more than half of the miles the rest we bought them through emirates website very expensive. First problem started a week before our trip when we tried to reserve the chauffeur Emirates offer for Business class passengers apparently they remove it from miles upgraded tickets a week before we made the upgrade they didnt say it unless you try to actually use it and they tell you that you cant due to the type of ticket. Emirates has a direct flight from Dubai to FLL but upgrade tickets where not available when we bought them so we decided to go through JFK with our upgrade ticket since we were coming from Bangkok we arrived at Dubai airport at midnight and our flight to JFK departed 815am 8hours stopover during our honeymoon I checked the DubaiFLL flight multiple times until we saw tickets available for upgrade so we called Emirates to change it this change would make us arrive at FLL 12 hours earlier since the stop over in Dubai was only 2 hours and we didnt have to stop in JFK for another 3 hours and take an extra flight the guy in the phone told us that through the phone he couldnt guarantee that we would get business seats in the new flight since he had to revert the upgrade transfer the economy ticket and request the upgrade again but he recommended us to do it at the airport if they had seats available they would be able to do it without a problem. When we got to Bangkok airport I checked online once again and the seats where still available so we spoke with the Senior Lounge Agent she was extremely unhelpful and harsh with us first I tried to explain the situation nicely but she didnt care and her response was Im sorry but in order to change we have to revert back the upgrade and the miles take 2448 hours to be back in your account so you wont be able to upgrade for this flight. It is disappointing because the guy over the phone told us exactly the opposite wait until you get to the airport and second because you are flying in business paying a lot of money or a lot of miles but they dont seem to care also since you have an upgrade ticket is for them as if you still have your economy ticket the attention is really bad. I regret a lot flying with Emirates during our honeymoon we flew business with Qatar Cathay and they were better you cannot compare.,checkin_boarding_process_negative | pricing_fees_negative,0,-1,0,0,-1,0,2025-11-15 10:40:55.691138227
Flight was departing Foz do Iguacu IGU with 2 hrs delay. Cabin service lousy they were not serving even coffee. One hour in the flight we have been informed that due to the lack of fuel and heavy traffic in Sao Paulo we have to fly back to Foz do Iguacu. After arrival in Foz the plane has been refueled with all passengers staying aboard and after some 40 min leaving again for Sao Paulo. Most of the PA in Foz do Iguacu and on the way was only in Portuguese not in English. We have been translated relevant info by our fellow passenger. On our second trip to Sao Paulo nothing has been offered not even water. Cabin crew was not present having a rest in the aft of the plane. All PAs before landing has been made by Captain in Portuguese and not translated to English and not a word of apology. During this flight just everything went wrong. I have never experienced such a bad service. Note the price of the air ticket was approx 300 US not a cheap one for 1.5 hrs domestic flight. Terrible experience.,flight_delay_cancellation_negative | inflight_experience_negative | pricing_fees_negative,-1,0,0,-1,-1,0,2025-11-15 10:46:41.360272054
Berlin to Fuerteventura. Bad experience narrow seats almost no legroom uncomfortable for a 4 hour flight for the better seats you have to pay 30 or 35 euros although the tickets are not cheap. catering is expensive and not good. rude passengers pushing their sears back without asking and even reacting aggressively when you ask them to push the seat back in upright position Long check in lines no inflight entertainment seats in left 11 row have no window.,inflight_experience_negative | checkin_boarding_process_negative | pricing_fees_negative,0,-1,0,-1,-1,0,2025-11-15 10:52:27.029405881
Istanbul to Cape Town. Excellent crew but food ghastly and Turkish Airlines food is inedible. Overcooked and unappetizing. Pity because i could not fault them on anything else. Would definitely travel with them again but would bring my own snacks. I managed to get a very good fare which is a bonus.,inflight_experience_negative | pricing_fees_positive,0,0,0,-1,1,0,2025-11-15 10:58:12.698539708
London to Nice return. British Airways has gone down no more food on board Arrived in Nice and it was 1 hour before we foudd our Babys buggy in another section altogether no one informed. When returning no buggy arrived at Heathrow my two year old is now without a buggy and no one knows anything. I was told three different messages we have the buggy we dont have the buggy Terrible service all round the airline has gone down and staff really dont care especially in heathrow baggage office. They simply dont cater for families or care.,baggage_issues_negative | inflight_experience_negative | checkin_boarding_process_negative,0,-1,-1,-1,0,0,2025-11-15 11:03:58.367673534
United is the most disgusting and horrifically rude and unprofessional airline I have ever dealt with. They left my young children to sleep on the floor of EWR claiming they didnt have hotels to put us in after 37 hours of delays and cancelling our flight with us on the plane at 2am. They never gave us food vouchers to eat in any of the 37 hours of delays they didnt rebook us they did nothing just said there was nothing they could do and left myself and my 3 kids alone in NYC with absolutely zero help or guidance. Their supervisors laughed at me and said my kids would sleep find on the floor of the airport when I asked if we get a hotel because they cancelled our flights due to their crew scheduling issues.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-15 11:09:44.036807361
I have used Iran Air for several Asian and Euro destinations as well as many domestic flights. It was always a B747 for international and A300B727 for domestic flights. The flight attendants are mixture of old ladies and young guys with beard and mustache. Apart from that their service is not bad. There seems to be a clear distinction between flight attendants before and after revolution. The former are very prestigious. Food is great There is basically no entertainment so dont wait for it. But the flights are comfortable. It is a warm environment and I like it. Airports are like train stations in Europe if not worse. But it is better than Indian or Pakistani airports anyway When flying with an Iran Air B747 just remember it is 25 years old One great advantage of this airline is the cheap domestic flights but apparently that is not going to last long.,inflight_experience_positive | pricing_fees_positive,0,0,0,1,1,0,2025-11-15 11:15:29.705941188
